prompt,summary,action,method,relation,clazz,subject,node,property
Show which companies are funded in Series D - LeanTaaS, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by relation, relation: FUNDED_COMPANY, class: '', subject: Series D - LeanTaaS, node: '', property:''
Show me all the investion around 145000000 us dollars, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action load, method: by property, relation:'', class: EFF_Company, subject:'', node: '', property: 'Raised_in_USD: 145000000'
Show me all the companies which raised over 96000000 usd, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action load, method: by property, relation:'', class: EFF_Company, subject:'', node: '', property: 'Raised_in_USD: >96000000'
Drop the eff rounds that less than 55000000 dollars, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action remove, method: by property, relation:'', class: EFF_Round, subject:'', node: '', property: 'Raised_in_USD: <55000000'
Load the eff rounds that less than 55000000 dollars, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action load, method: by property, relation:'', class: EFF_Round, subject:'', node: '', property: 'Raised_in_USD: <55000000'
Load all companies invested by Mayfield Fund, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by relation, relation: INVESTED_IN, class: '', subject: Mayfield Fund, node: '', property:''
Load all companies that are not invested by Neat Capital, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by relation, relation: INVESTED_IN, class: '', subject: !Neat Capital, node: '', property:''
Load companies that were funded by sequoia china, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by relation, relation: INVESTED_IN, class: '', subject: Sequoia China, node: '', property:''
Load companies that have office at San Francisco, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by relation, relation:'', class: HAS_OFFICES_AT, subject: San Francisco, node: '', property:''
Load companies that have office at both San Francisco and New York, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by relation, relation:'', class: HAS_OFFICES_AT, subject: San Francisco New York, node: '', property:''
List out all information about Neil Shen, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by node, relation:'', class: '', subject:'', node: Neil Shen, property:''
All industry, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by class, relation:'', classes: EFF_Industry, subject:'', node: '', property:''
Give me information about 1955 Capital, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: load, method: by node, relation:'', class: '', subject:'', node: 1955 Capital, property:''
Select the rounds that Roelof Botha had participated in, The classes of the nodes are: EFF_Investor EFF_Company EFF_Round EFF_Industry EFF_Location EFF_Contact EFF_Person EFF_MidasPartner   The relationships between the classes are: INVESTED_IN INVESTOR_IN FUNDED_COMPANY LEAD_INVESTOR_IN BELONGS_TO HAS_OFFICES_AT WORKS_AT IS_PARTNER_AT LOCATED_AT   The properties of the class EFF_Investor  are: label Investor Company The properties of the class EFF_Company  are: label Raised_in_USD Description URL label Company The properties of the class EFF_Round  are: label Round Raised_in_USD for Announced_Date Raised_Currency Raised startsOn URL The properties of the class EFF_Location  are: label city state country region label city The properties of the class EFF_Contact  are: label Title Email Connected_On The properties of the class EFF_Person  are: label Title Email Connected_On label Rank Investor Midas_Partner The properties of the class EFF_MidasPartner  are: label Rank Investor Midas_Partner The properties of the class EFF_Industry  are: label   EFF_Investor nodes are: Sequoia China Accel Sequoia Andreessen Horowitz Mayfield Fund... EFF_Company nodes are: 10Pearls 137 Ventures 15Five 1955 Capital 1Flourish Capital... EFF_Round nodes are: Series B - SWORD Health Series B - Iris Automation Series C - Booksy Series D - LeanTaaS... EFF_Location nodes are: New York San Francisco Williston Los Angeles.... EFF_Contact nodes are: Paulo Abrego Judith Abrego Hiram Abrego Josh Adams Egisto Adomo... EFF_Person nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Thomas Alsop Bee Partners... EFF_MidasPartner nodes are: Neil Shen Andrew Braccia Roelof Botha Ben Horowitz Navin Chaddha Gertrude Alexander Bee Partners... EFF_Industry nodes are: Senor Concerts UX design Skiing Housekeeping Service Network Security...    The actions to interact with the canvas are: load remove select unselect  The method to perform the actions are: by class by relation by property by node by selected  the above methods are strictly the only 5 methods. The instructions are a set of commands which can display or remove nodes and relationships on a canvas.  , action: select, method: by relation, relation: INVESTOR_IN, class: '', subject: Roelof Botha, node: '', property:''
